"company_pk","cosine_distance","text_raw"
2068758,"0.15444433689115034","EasyShipping4U meets the needs of logistics services seeking to optimize management of shipments and receipt of goods. Our solution, facilitating the management of shipments, is open to any player seeking to concentrate in a single view all partners in logistics, accessible to all at all times. Imagine a portal providing access to both TNT, DHL, FEDEX, UPS, DPD, La Poste, Ferrari-TransFort, Fert-Transport etc., in a single view. This comprehensive view of your trade in goods, whether for marketing, production, shopping or selling online, gives you access to all the movements any time managed not your right to access the portal, and this at a single point. EasyShipping4U is the 360 ° view of your logistics! #GVAResilienceHack"
1303109,"0.16458348458009553","Developer of software for tracking logistics. The company provides scanning of cartoons and reduces theft and claims for lost cartoons. It also helps retailers and logistics service provider to track shipment and identify potential replenishment for the stores."
3530275,"0.1948231590215781","Factory View Online is a CMMS software to help you maximize production while minimizing downtime using summarized data reports and displays."
6194369,"0.20919723428511627","Travel orders and travel expenses just got a whole lot easier. Gooma monitors and analyzes all data from your business trips."
4893908,"0.21042351349942834","We are a CMMS that provides the record of your field service operations into a digital format, giving you visibility and operational control 100% online and supported in the cloud."
6011276,"0.21047856620337235","As a hybrid broker for furnished room rentals, we have developed our own software to permanently optimize the entire marketing process of furnished apartments. This allows us to help landlords increase their return on investment cost-effectively and without any effort on their part."
5604330,"0.21581504156409637","TRAXERO is the leading provider of innovative solutions within the towing and roadside industry. Bringing together the very best software providers in the market, TRAXERO helps towers achieve the concept of Towing Revenue Optimization (TRO) to focus on their business as a whole. TRO provides owners and general managers a complete view of their business and an understanding of what areas to focus on to run their business more efficiently and profitably."
5621475,"0.21589228917451664","R3 generates cash flow for our customers by reducing or eliminating the hidden costs of sourcing and distributing numerous goods for resale in janitorial/ sanitation, disposable packaging and safety products. How? By outsourcing the purchasing, consolidation and distribution of a broad range of everyday items, our customers can: - focus on their core businesses - work with category management experts - benefit from best in class logistical and IT systems that help maximize warehouse space - achieve purchasing efficiencies and savings - gain efficient access to more products - liberate working capital - grow their businesses without increased asset investment - improve distribution capabilities - improve inventory control - simplify internal administration. - improve services to their customers R3 serves its customers using its class-leading assets and staff: - Over 100 shipping facilities in North America - One of the largest fleets in North America, with more than 450 tractors and 650 trailers - 24/7 access to online catalogues, orders, pricing, inventory, history and more. - Experienced professionals across the continent supporting our redistribution services"
6767441,"0.21732807159421608","We are the first 100% Bolivian delivery company, we develop custom solutions with custom software for companies offering tools for export quality logistics!"
1935551,"0.21762021990058422","Founded in 2011, Omni Transloading & Logistics professionals bring a combined 75 years of experience in shipping and logistics. Our entire team is focused on providing excellent customer service. We are your partners, not just your vendors. From our ownership to our stevedoring crew, we have your best interest in mind and work diligently to offer you the lowest landed cost. Omni Transloading & Logistics tailors innovative logistics solutions for a diverse range of materials and products. From point of origin to final destination, Omni breaks the supply chain mold by delivering goods to consumers faster."
1305345,"0.21935690179898693","The purchase of a calibration or tooling asset management system is one of the most important decisions you can make in relation to your quality program needs. We understand that these are your operations and the right software package is going to be the one that can compliment and augment your process, not dictate how you have to run your business. At IndySoft we take the time to understand your business needs and challenges, then pull from our extensive experience to offer just the right mix of products and services to meet your long-term goals. We look forward to hearing from you, learning about your business, and showing you all the great things you can accomplish by working with us. Let's build something great together."
5428764,"0.22003877877264533","General carrier offering daily service in Greater Montreal and full load service in Quebec, the Maritimes and Ontario. Also transportation of hazardous materials and storage service."
1355800,"0.22048724706584122","KOMSystems is an international Supply Chain Technology firm dedicated to help your company improve supply chain performance. We can do this by designing, developing and integrating customized technology applications."
1811183,"0.223863044787743","Taxi Software UK provide the Best Taxi Dispatch Software, Taxi Booking Software, Taxi Driver Application Software, Taxi Management Software. Call @ +91 9884557004, +44 3330119040"
6781959,"0.22492749096691822","We know that the transportation and logistics industry is dynamic and complex. To help you navigate it, we’ve assembled a team of the industry’s most experienced and passionate transportation professionals, all subject matter experts in their respective fields. The Pinnacle team’s combined knowledge and experience span all aspects of the logistics industry, so when we sit down to help solve your challenge, you know we’ll create the best possible solution - regardless of the transportation mode. By offering the versatility of a broker with the technical know-how and hands-on approach of an asset-based transport company, we give you the most efficient, cost-effective, creative logistics solution there is—from start to finish. Our services range from planning and constructibility to transportation and execution. Our focus is on providing the highest level of customer care regardless of whether we are transporting over dimensional freight or LTL / LCL shipments. Our experience and commitment ensure your project will be executed safely, efficiently, and according to your precise needs. When it comes to landing the right transport solution for your needs, you shouldn’t have to choose between expertise and flexibility. At Pinnacle Logistics Solutions, we make sure you don’t have to."
1306953,"0.22772790889836847","Our cloud software services are powering the energy transformation by enabling utilities to engage customers about their energy options, automate DER program administration and integrate solar resources. The solar industry relies on high-accuracy SolarAnywhere data and intelligence to reduce project risk and operational costs."
1516301,"0.2278235418901593","NetSpot helps you visualize WiFi, run wireless site surveys & analyze Wi-Fi on Mac OS X and Windows, free versions available"
5621883,"0.22818040847776122","Developer of a payload technology intended to come up with a comfortable flying expedition experience. The company's technology is tailored in a way that the aircraft can fly for a longer period of time, the multi-fuel engine withstands harsh environmental conditions in mountains, deserts, or the tropics, the 3D-geo-sensing technology gives ease in transporting urgent goods to remote sites, enabling travelers and pilots get comfort for long-distance flying."
1619025,"0.22941384403148035","Romeo Bravo Software provides software that increases sales and profitability for businesses that focus on adventure travel and outdoor recreation."
1308147,"0.22966639818748202","Your ecommerce data is broken. We're here to fix it. With our seamless connection between your website, marketing channels and Google Analytics, you're free to connect with apps and platforms including Facebook Ads, Shopify, ReCharge and CartHook. With our app, you'll be able to make better business decisions by attributing purchases, accurately tracking shopper behavior and pinpointing areas of improvement for your store and product pages. With an improved data stream in Google Analytics, you can build any number of custom reports and visualisations — Littledata offers the freedom to connect with any dashboard or reporting solution. Get started today at littledata.io"
5437121,"0.23038615637072968","Freeli is a mass transit loyalty ecosystem powered by an app and companion CITY token. The app is a premium engagement tool for transit riders, who are rewarded for riding with CITY Tokens that can then be utilized for metro passes or for other multi-modal transit services. Freeli is an initiative of adtrackmedia, a digitally focused DOOH media technology company leveraging their existing relationships with transit authorities, metro operators, ad agencies and global brands to monetize the sought-after, high-value, global transit audience through multi-level rich media and premium targeted advertising."
1482523,"0.23052702960209637","LODGEA’s white label e-commerce booking engine can be used directly by hotels and all types of accommodation providers: -> Maximize your direct revenue while making sure you have a balanced distribution across all booking channels. -> Ensure your customers have a consistent and compelling experience with your accommodation at selected marketing channels. It´s all in there: First Booking Engine with Marketing Automation - Data feed for marketing channels (social, search engines & remarketing platforms) - AI based content optimization with image recognition and translation - Campaign management with automated landing pages Booking via Common Property Management Systems (PMS) & Channel Managers: - Synchronized real-time content, rates, availability and bookings - Drag-and-drop connectivity - Connectivity for a wide variety of systems available Fast Performance and High Conversion Rates: - Cloud-native application in 250+ locations worldwide - Conversion & UX optimized 2-step booking process - Automatically adapts for desktop browser, tablet or mobile device"
2254712,"0.23162803272866261","Transportation is the 2nd largest share of disposable income spent, and there are more options than ever for getting from point A to point B. Consumers can drive their car, ride-share, take public transport, hop on a scooter, and more. But with choice comes confusion. Float is an app that helps people select the best option available to them, saving them both time and money, and from the headache of manually fumbling between the umpteen different transportation applications we all use (i.e. Google Maps, Uber, Bird, Find My Friends, etc). Float does this by analyzing what transportation options are available in any given city, matching that to a person's preferences (price, time, preferred mode of transportation, etc) and creating customized itineraries. Using AI, Float will be able to make better recommendations over time. This also enables Float to bundle individual services into customized subscriptions that are personalised to you."
2732416,"0.234190302933995","Welcome to ACI, the leading ecommerce and direct-to-consumer logistics platform that is revolutionizing the logistics industry. Our cutting-edge logistics services are driving our growing role in the ecommerce ecosystem, with a focus on both domestic and international clients. As the nation's fastest-growing small parcel logistics provider and innovator, we take pride in our ability to handle the last mile and deliver millions of packages daily to US addresses. Our globally recognized clients trust us to provide seamless end-to-end logistics solutions that consistently exceed their expectations. Visit our website at www.acilogistix.com to learn more about how we can help you achieve your logistics goals."
2715561,"0.23524505251763994","aquipa empowers buyers, suppliers, and regulators to collaborate in the field and the office on best-practices to ensure the safe operation of plant, equipment, and machinery. Greater Transparency Gain clear, deep insights into every piece of equipment working on your sites. Reduced Risk Ensure your company only leverages compliant plant and enforce safety practices. Increased Efficiency Digitize and automate a broad spectrum of inefficient, ineffective processes. Complete Auditability Capture digital record of all plant-related operations and communications. Superior visibility. Deeper controls. Reduced risk."
6814428,"0.23571652514540553","Forecast Technology has developed specialised (patented) synthetic DNA tracer technology which can be used to facilitate environmental protection initiatives and legislation."
6663791,"0.23605856465594643","Build your e-commerce website with powerful and secure tools within 24 hours. Finding new. Customers and boosting up your sales tomorrow."
5250611,"0.23723818589958068","We Are Your One Stop Depot! We are here to serve you better. We give you expert advice and are here to answer your questions 7 days a week. We bulk ship across North America for your convenience. 20L Pails. 205L Drums. 1000L Totes. Become part of the"
3907208,"0.23733077160507","We boost local brands and their delivery sales, with no fees. The merchant sets up his digital store, boosts the best offers on social networks with 1 click, bringing sales to his delivery at zero fee."
5712634,"0.23780274391172151","Skoog uses a wide array of technologies including remote sensing, computer vision and advanced analytics to supply high quality forest and agriculture based carbon credits. We give landowners of all property sizes simplified access to carbon markets, providing incentives to preserve and restore forests and improve agricultural practices. Applying the latest computer vision algorithms on satellite images and LiDAR data, we automate and digitise the entire process of identifying properties, estimating risk, certifying, creating contracts, monitoring, and managing payments to landowners. The credits are offered to companies looking to offset emissions as part of their net-zero strategy and incentivise systemic change towards sustainable land use. Skoog is backed by Antler and Innovation Norway."
3705014,"0.23784524492138748","Developer of a platform intended to make the client's factory smarter. The company's platform allows clients to reduce response times, predict failures, optimize processes and design new products in a more agile and economical way, enabling to build the digital twin of an industrial plant, a set of plants, or a single production line."
2909190,"0.23791305792848694","Welcome to Airline Fabricare Systems®. Especially in today's environment, care of your customer facing textiles (including cleaning and disinfection) has never been more important. We offer a full range of services and products for your interior textile and public seating needs. Airline Fabricare will - Manufacture, Install, Clean, Disinfect, Refurbish, Warehouse, Burn Test and Repair your textiles and frames – including seat covers, cushions, carpets and curtains. AFS will schedule, complete and using our proprietary software system, track completion of work - down to the individual unit. We will manage your entire fabric and parts inventory and report out on our progress. When it comes to public seating, we will also manage and repair your electrical charging devices. Your product will never leave our oversight. In addition to our comprehensive offerings, what distinguishes Airline Fabricare Systems® from our competitors is our business and operating philosophy. We are a lean, financially stable company and we pride ourselves in the development of solutions that rise to meet your needs. Airline Fabricare Systems® will be a partner that you can be proud of. We run a disciplined operation that promotes quality, safety, environmental responsibility and efficiency. We believe we have the best leadership, employees and partners in our field. Airline Fabricare Systems® has a combined 90+ years in the textile manufacturing and care business. Let us bring that expertise to your company. Best Regards, Andy Albert"
3574565,"0.2379513695297939","We are building the most advanced auto insurance analytics tool on the market. Commercial auto insurance is in need of innovation that can help price risk better and reduce claims. Combining video data from connected dash cams with machine learning, we provide an accurate measurement of risk while coaching drivers to reduce accidents and claims. Together with our insurance partners, we will save billions of dollars & create safer roads."
2224538,"0.2382307960711907","Israel Lopez Consulting (""ILC"") works with Fishbowl Inventory, QuickBooks, and a host of other applications that drive many of today’s modern businesses. With an outsider’s eye and a skilled, reasoned demeanor, ILC helps small, medium, and large businesses grow and make more revenue with streamlined processes, Fishbowl Inventory implementation and training, custom software applications, on-site consulting, and much more! Our clients work with us because we expertly translate business needs into repeatable outcomes. Our 10+ years of experience with Fishbowl Inventory enables us to deftly navigate multi-department needs into project plans that add long-term value to our customers. We also hold ourselves to a high standard in our software development process, applying a variety of development practices to improve quality, minimize development time, and speed up time-to-delivery. We believe in doing the right thing for our customers, and we also believe in giving back to the community. We donate weekly to different charities around the world, selected by a different team member each week! Check out our store at https://store.israellopezconsulting.com and discover custom solutions (integrations, plugins, and more) for your Fishbowl Inventory client."
1477054,"0.23876848950761143","Personal privacy, confidential data and intellectual property is compromised daily at both a personal and corporate level. The need for both consumers and manufacturers, as well as government authorities, to be able to authenticate documents, products, and people is a growing requirement. Using a cell phone or image capture device (e.g. tablet, barcode scanner, or a computer) and using a unique, impossible to clone label affixed to an article, and a secure database, Zortag's authentication solutions prevent product counterfeiting, diversions, overruns, and theft, and thus protect brands and assures integrity of the supply chain. Zortag's solution is the industry's first and only solution for consumers and businesses providing anyone, anytime, and anywhere in the world the unparalleled power and capability to check on the authenticity of articles. Our solution prevents the counterfeiting of documents, ID cards, currency, and valuable assets, secure access to networks and digital information. Zortag provides advertising and marketing of genuine products in response to authentication requests in real time by simply scanning its 2D or 3D Optical “fingerprints”!"
