"company_pk","cosine_distance","text_raw"
4111737,"0.1706198352205719","MyCommcer360 is an Software company, that provides an intelligent cloud shipping platform that enables B2B companies from around the world to optimize theirs shipping processes, reduce costs and improve the overall delivery experience. See and compare prices, delivery times, deviations, all on one platform. Get the flexibility to choose between your carriers without change of workflows."
2162507,"0.19689195174621543","OneRail is a leading omnichannel fulfillment solution pairing best-in-class software with logistics as a service to provide dependability and speed to help businesses meet their delivery promise. With a real-time connected network of 12 million drivers, OneRail matches the right vehicle for the right delivery so brands lower expenses and increase capacity to rapidly scale their businesses. This people-plus-platform approach features a 24/7 USA-based exceptions team who maintain a 99% on-time delivery rate. OneRail was recently named on Inc. magazine’s Best Workplaces 2023, ranked No. 23 on Forbes’ list of America’s Best Startup Employers and No. 48 on the Inc. 5000. To learn more about OneRail, visit OneRail.com."
1310646,"0.19778378062634927","Perfect Inventory software provides inventory management for thousands of  parts through automation and simplifying order management, reducing  inventory and increasing on time delivery. Our inventory software applies  Kanban best practices to become a complete inventory system and give you  comprehensive inventory control."
6318306,"0.19958186162058522","WAYL complex software solution for your maritime business. Effective ship management, advanced security and extensible functionality across all your devices."
1310433,"0.20822424815079454","FreePoint reconnects meaning with work and dignity with labor in manufacturing organizations. FreePoint provides software which automatically gathers empirical data about machine state, solicits human narration to provide context, analyzes and visualizes information in ways that are meaningful and actionable for workers and managers, and shares data with other applications and systems."
1642724,"0.20964037122484547","Visible Patient offers new computer-assisted solutions for image-guided surgery through patient-specific 3D modeling. We are working to produce the best 3D models so that physicians can provide optimal patient care. To reach this objective, Visible Patient has developed a medical online service for physicians who need to efficiently plan therapy. Our medical images experts perform 3D models from CT or MRI images. The result can be visualized by physicians through medical device software developed by our R&D team to plan the surgery on any personal computer, tablet or smartphone. Visible Patient aims at being the leader of the surgical evolution to image-guided surgery. The service is certified ISO 13485 and medical device software are CE and FDA approved."
1746541,"0.21117534770666657","TankerTrackers.com, Inc. is an independent online service that tracks and reports shipments and storage of crude oil in several geographical and geopolitical areas of interest. Partnering with leading satellite and maritime tracking technology companies, we are able to provide you with an analysis of ongoing events, maritime export reports, inventory/production forecasts, and satellite visuals wherever clandestine activity is taking place. Our research provides oil traders, journalists, scholars, enthusiasts and many more with a simple and digestible bird's eye view of what's going on in the world of oil."
2522111,"0.2118878455429445","Ontruck is the leading digital transportation company offering the most efficient and low-carbon solution to move freight. We ship thousands of pallets through our connected network of over 4,000 carriers and cross-docks each day. Combining data, artificial intelligence and technology to drive out waste in the logistics process, Ontruck is transforming the €600 billion trucking industry in Europe, reducing transportation costs for shippers, increasing earnings for carriers, and removing carbon emissions generated from empty trucks, enabling a more sustainable future of transportation. Today, over 1,000 companies across Europe have trusted Ontruck’s award-winning service. Ontruck has headquarters in Madrid, offices in Paris, Amsterdam and Barcelona, and is backed by various investors such as Atomico, Cathay Innovation, Idinvest Partners, Point 9 Capital, Samaipata Ventures, All Iron Ventures, Total Energy Ventures and GP Bullhound. Ontruck has closed three funding rounds at a value of 53.2 million euros."
4950785,"0.2157616825529891","Peak Vision is a forward-thinking company with specializations in industrial image processing, software development, and robotics. When it comes to turnkey measuring and testing systems in line or end-of-line, integration activities, and the development of customer-specific measuring and testing technology applications, they are your point of contact. Your leading source of optical measurement technology, they also successfully implement robot applications in connection with image processing. They are a forward-thinking company with skills in industrial image processing, software development, and robotics. When it comes to turnkey measuring and testing systems, they are the people to call."
6845879,"0.2171970813518007","Breezeway Logic develops and supports software for Residential and Commercial Real Estate investment portfolios. The base platform supports residential and commercial real estate portfolios, A rated CMBS / CRE special servicer, as well as a CMBS conduit origination business. Breezeway Logic's data warehouse platform can be used out of the box and is customized and adjusted to grow with each client. The base applications are WinForms based, support bulk data import, incorporate Excel underwriting models, allow for ad-hoc reporting, and support automated (emailed) reporting."
6485636,"0.21914579525963018","Specialized in logistics optimization. This e.g. through track and trace of vehicles and packaging, process management, change management and the fulfillment of logistical interim assignments. But also total transport solutions and unburdening in the field of logistical challenges, with the specialty transport of chemicals (tank transports) and Cat 3 goods. Specialized in logistics optimisation. This e.g. by means of track and trace of vehicles and packaging, process management, change management and the fulfillment of logistics interim assignments. But also total transport solutions and relief in the field of logistic challenges with specialty transport of chemicals (tank transport) and Cat 3 goods."
