"company_pk","cosine_distance","text_raw"
1469299,"0.14474586044325788","FreightExchange is a multi-carrier shipping platform that is easy to implement and helps businesses make smarter, data driven decisions. Our vision is to power growth for trade businesses globally. We will achieve it by accelerating growth and shipping for businesses across the globe using accessible technology in ways that are good for the earth."
4676437,"0.16577742507726256","Essentially, TMS software provides the ability for transportation companies to interface with one single & streamlined platform, while integrating into all areas the business. Gather real-time logistics data regarding freight, personnel, and equipment. Analyze data in meaningful ways to make strategic decisions for their business. TitanWinds TMS software offers a complete and fully customizable transportation management system unlike anything else you will find."
1344535,"0.1788879632949596","V-Technologies, LLC is an established and growing technology company specializing in the design, development and support of integrated shipping software solutions. Our flagship products, StarShip and ShipGear, provide connectors to ERP, ecommerce, accounting and business applications to automate shipping, accounting and customer service. V-Technologies, offers shipping software interfaces to solutions such as Acumatica, Amazon, eBay, QuickBooks, Sage 100 ERP (formerly MAS 90 and MAS 200), Sage 300, SAGE 500 ERP (formerly MAS 500), Macola, Microsoft Dynamics GP, Microsoft Dynamics 365 BC, Shopify, SAP Business One, and many more! Our shipping solutions are certified with UPS Ready, FedEx Compatible and eBay compatible programs. We are also a QuickBooks Gold Developer and Gold Development partner for Sage Software's Sage 100 ERP and Sage 500 ERP software."
1323986,"0.18135324938854003","TruckIT streamlines your hauling operations by automating manual processes through electronic ticketing, dispatching, and real-time reporting – all of which accelerate customer growth. Our performance driven product suite includes; dispatching, fleet management, material tracking, reporting/analytics and our patented AirTicket E-Ticketing solution. TruckIT was conceptualized to bring easy-to-use technology solutions to the industry for the benefit of haulers, contractors, and material producers alike. TruckIT is headquartered in Midtown Atlanta – the epicenter of the Southeast’s booming construction and tech industries."
6201191,"0.1843684425573251","Tool20 Offers cloud-based tool tracking software for all your equipment tracking and tool management needs. Try this Free Tool Tracking System Now!"
3194519,"0.18894739414515638","Streamline your taxi business with our White Label Taxi Dispatch Software. Our platform offers seamless dispatching, an automated fleet management solution, and a branded passenger app experience. Improve efficiency and customer satisfaction with our customizable Cab booking platform. Try it now!"
5436121,"0.19113471930753345","Canada Maritime Shipping is a leading, worldwide Freight Forwarder and NVOCC one hundred percent Canadian owned, specializing in Intercontinental transportation by Air, Ocean and Ground door to door shipments. CMS Shipping brings to the table the most complete portfolio of logistics services to get your products delivered at optimal speed from point of production to point of consumption. Backed by more than two decades of experience and global resources, we create, implement, and manage customized solutions for every client in order to enhance their business performance. From multi-modal transport and Freight Forwarding services, to Customs Clearance, International Trade and Logistics Consulting, CMS Shipping can handle your warehousing, Distribution, Insure your cargo, and reduce your logistics cost, all with the goal of streamlining your supply chain. Call Us Toll-free: 1-866-956-8585"
1738553,"0.1915144679401366","Route Trax is a software application that helps to check GPS vehicle tracking and travel reports for both vehicles and drivers."
5544741,"0.191600075387922","Optioryx provides an integrated AI platform to optimize your logistic operations. Our platform can help you: - Collect and enrich item dimensions and master data with AR - Pack, stack and transport less air in boxes, on pallets and in containers & trucks - Tailor your box assortment to the orders you usually fulfill - Optimize pick routes, taking optimal stacking into account for pick-to-box order picking With seamless API integration into ERP/WMS/TMS systems or stand-alone use in our web application, our platform is accessible and easy to implement for businesses of all sizes. With Optioryx, companies can improve their supply chain efficiency and accuracy, reduce emissions, and save money in just a few weeks."
1739242,"0.19407171187647676","ParcelShield provides predictive analytics and support services that reduce risk for shippers and improve patient or end user satisfaction. Currently focused in Healthcare, ParcelShield has artificial intelligence and machine learning predictive models that provide real-time, carrier agnostic, deliverability risk-insight to prevent package distress before it happens. And when disruption and distress are unavoidable, ParcelShield deploys support services to track, communicate, and intercept critical packages to close the final mile, reduce loss, and deliver for the patient or end user. For more information visit www.parcelshield.com ."
